"","SalePrice","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition"
"222",2e+05,"60","RL",-0.2083642834733,-0.230323960747379,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",-0.0421794726376995,-0.477223093449934,1.01752439889725,0.829930198757056,"Gable","CompShg","VinylSd","VinylSd","None",-0.821808876363197,"Gd","TA","PConc","Gd","TA","No","Unf",-1.35269949819096,"Unf",0.994994053538461,-0.0470051686737485,"GasA","Ex","Y","SBrkr",-0.271251555547343,1.24170243363701,1.37537784158453,-0.838578727297927,-0.240978466509052,0.796972968243514,1.28368827204804,1.38239962614895,"Gd",0.946055732714443,"Typ",0.783736098878231,"BuiltIn",0.951563305517846,"RFn",0.273739541227567,-0.323600375186448,"TA","TA","Y",0.931260320834468,0.710281731759833,1.96278610828061,0.892015953608611,"ConLI","Normal"
"223",179900,"60","RL",0.70117695275216,0.452141332598207,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",-0.0421794726376995,0.440400472514585,0.12357062670421,-0.477866748596757,"Gable","CompShg","VinylSd","VinylSd","None",-0.821808876363197,"TA","TA","CBlock","Gd","TA","No","ALQ",0.643910500427186,"Unf",-0.835751691561272,-0.750597849125214,"GasA","TA","Y","SBrkr",-0.973228162208586,1.14255943694302,0.237448422901694,1.17517063648166,-0.240978466509052,0.796972968243514,1.28368827204804,0.170694724589144,"TA",-0.23454678737643,"Typ",0.783736098878231,"Attchd",-0.142009030871617,"RFn",0.273739541227567,-0.12193972694845,"TA","TA","Y",1.10552128148569,1.42237945360915,-1.69365012137611,-1.36840011125137,"WD","Normal"
"224",97000,"20","RL",0.0989863029960413,0.279410955139262,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",-1.56191793117276,0.440400472514585,-0.00886696917624147,-0.671614444501025,"Gable","CompShg","HdBoard","HdBoard","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","No","ALQ",0.615175298423668,"LwQ",-0.847443538823091,-0.384961509432918,"GasA","Gd","Y","SBrkr",-0.769472342961827,-0.871155818929717,-1.51628775191757,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,-1.0621133851844,"TA",-1.77846379473879,"Typ",-1.02698895085343,"Detchd",0.425028476885882,"Unf",0.273739541227567,0.504797561316376,"TA","TA","Y",1.11564954641408,-1.0709399586891,-1.25178437070736,0.892015953608611,"WD","Abnorml"
"225",386250,"20","RL",1.34434922857713,0.765448645620112,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",2.65221758679825,-0.477223093449934,1.05063379786737,0.878367122733124,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1.47314710738156,"Ex","TA","PConc","Ex","TA","Gd","GLQ",-0.414122865542599,"Unf",2.53501423931049,2.71770163492495,"GasA","Ex","Y","SBrkr",2.37197411472089,-0.871155818929717,1.53677422780757,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Ex",0.946055732714443,"Typ",0.783736098878231,"Attchd",0.992065984643381,"Fin",1.75911354964528,2.10470436829856,"TA","TA","Y",1.15785502270202,1.09686443626327,-0.0682823411762393,0.892015953608611,"WD","Normal"
"226",112000,"160","RM",-2.74754138717785,-3.18129242589034,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",-0.782903446215014,-0.477223093449934,-0.00886696917624147,-0.671614444501025,"Gable","CompShg","HdBoard","HdBoard","BrkFace",1.16035249000969,"TA","TA","CBlock","TA","TA","No","Unf",-1.35269949819096,"Unf",0.361438822228583,-0.960087404188147,"GasA","TA","Y","SBrkr",-1.79624063821396,1.12348806435309,-0.28913444013822,-0.838578727297927,-0.240978466509052,0.796972968243514,1.28368827204804,0.170694724589144,"TA",-0.23454678737643,"Typ",-1.02698895085343,"Detchd",0.506033835136954,"Unf",-1.04756738100353,-0.848247483185233,"TA","TA","Y",-0.950010987430463,-1.0709399586891,-0.444737988378689,0.892015953608611,"COD","Abnorml"
"227",290000,"60","RL",0.586200592641596,0.174981107524602,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",0.667269615883086,-0.477223093449934,0.785758606106465,0.490871730924586,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.29622682748207,"Gd","TA","PConc","Gd","TA","No","GLQ",0.660015690173568,"Unf",0.376605279901121,0.380869340575084,"GasA","Ex","Y","SBrkr",0.307984209329935,1.2486228514751,1.69357891230785,-0.838578727297927,-0.240978466509052,0.796972968243514,1.28368827204804,1.38239962614895,"Gd",1.44811864297226,"Typ",0.783736098878231,"Attchd",0.668044551639096,"RFn",1.75911354964528,1.11515135447225,"TA","TA","Y",1.12680182626015,1.13580276530848,-0.0682823411762393,-0.613572089781908,"WD","Abnorml"
"228",106000,"160","RM",-2.74754138717785,-2.98533319590353,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",-0.0421794726376995,0.440400472514585,-0.0419763681463542,-0.720051368477092,"Gable","CompShg","HdBoard","HdBoard","BrkFace",1.13699710093023,"TA","TA","CBlock","TA","TA","No","Rec",0.341738812606884,"Unf",-0.839636312986669,-1.34997111939746,"GasA","TA","Y","SBrkr",-2.67983849082732,1.0659775458537,-1.11836033028751,-0.838578727297927,-0.240978466509052,-1.02482170537396,1.28368827204804,-1.0621133851844,"TA",-0.947037233317007,"Typ",-1.02698895085343,"Detchd",0.344023118634811,"Unf",-1.04756738100353,-0.848247483185233,"TA","TA","Y",-0.950010987430463,-1.0709399586891,0.987151736743589,0.139917773941369,"WD","Normal"
"229",125000,"20","RL",0.0989863029960413,-0.124976017026219,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",-0.782903446215014,-0.477223093449934,-0.141304565056692,-0.865362140405294,"Gable","CompShg","HdBoard","HdBoard","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","No","ALQ",0.91087476523063,"Unf",-1.27575152008011,-0.272322285426661,"GasA","TA","Y","SBrkr",-0.59625001803484,-0.871155818929717,-1.35468262111177,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.947037233317007,"Typ",0.783736098878231,"Detchd",-0.182511709997152,"Unf",-1.04756738100353,-0.57708860866762,"TA","TA","Y",-0.950010987430463,-1.0709399586891,-0.444737988378689,1.64277597552966,"WD","Normal"
"230",192500,"120","RL",-1.22199263846821,-1.9974406733374,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",0.667269615883086,-0.477223093449934,1.11685259580759,1.02367789466132,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0.58254897461115,"Gd","TA","PConc","Gd","TA","Av","GLQ",-0.79014879821432,"Unf",1.46948474980653,0.743085721493071,"GasA","Ex","Y","SBrkr",1.07424853904472,-0.871155818929717,0.243241190167452,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,-1.0621133851844,"Gd",0.389787243417268,"Typ",0.783736098878231,"Attchd",1.07307134289445,"Fin",0.273739541227567,-0.140107695498162,"TA","TA","Y",0.987083352815824,0.330935163888368,-0.444737988378689,0.892015953608611,"WD","Normal"
"231",148000,"20","RL",0.225233560627554,-0.0715627005685612,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",-0.0421794726376995,0.440400472514585,-0.406179756817594,-1.25285753221383,"Hip","CompShg","MetalSd","MetalSd","BrkFace",1.24632846986282,"TA","TA","CBlock","TA","TA","No","Unf",-1.35269949819096,"Unf",1.25574613414867,0.361335094273561,"GasA","TA","Y","SBrkr",0.256026649696439,-0.871155818929717,-0.548527816731767,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.23454678737643,"Typ",-1.02698895085343,"Attchd",-0.790051896880187,"RFn",-1.04756738100353,-0.692167948313932,"TA","TA","Y",-0.950010987430463,-1.0709399586891,-0.837792285242915,1.64277597552966,"WD","Normal"
"232",403000,"60","RL",3.36993010486069,0.994107254550585,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",1.35046226437619,-0.477223093449934,0.785758606106465,0.539308654900653,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.38742676112023,"Gd","TA","PConc","Gd","TA","No","GLQ",0.781903278054576,"Unf",0.618797994536651,0.928013742206915,"GasA","Ex","Y","SBrkr",0.943148427710362,1.2483461494244,2.00419459833487,1.17517063648166,-0.240978466509052,0.796972968243514,1.28368827204804,1.38239962614895,"Ex",1.44811864297226,"Typ",0.783736098878231,"Attchd",0.668044551639096,"Fin",1.75911354964528,1.47812791611919,"TA","TA","Y",-0.950010987430463,1.25332931389147,0.294523839408755,0.892015953608611,"WD","Normal"
"233",94500,"160","RM",-2.74754138717785,-3.18129242589034,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",-0.0421794726376995,-0.477223093449934,0.0242424297938713,-0.623177520524958,"Gable","CompShg","HdBoard","HdBoard","BrkFace",1.30038505004867,"TA","TA","CBlock","TA","TA","No","Unf",-1.35269949819096,"Unf",0.0621977132513639,-1.34997111939746,"GasA","TA","Y","SBrkr",-2.67983849082732,1.0659775458537,-1.11836033028751,-0.838578727297927,-0.240978466509052,-1.02482170537396,1.28368827204804,-1.0621133851844,"TA",-0.947037233317007,"Typ",0.783736098878231,"Attchd",-0.263517068248223,"Unf",-1.04756738100353,-0.808926656701147,"TA","TA","Y",-0.950010987430463,-1.0709399586891,-0.0682823411762393,-1.36840011125137,"WD","Normal"
"234",128200,"20","RL",0.307671150441041,0.306971958698506,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",-0.782903446215014,0.440400472514585,0.156680025674322,-0.429429824620689,"Gable","CompShg","HdBoard","HdBoard","None",-0.821808876363197,"TA","TA","CBlock","TA","Gd","Av","LwQ",0.0615075024837101,"ALQ",-2.06337786281215,-0.314376907442392,"GasA","TA","Y","SBrkr",-0.660030173604779,-0.871155818929717,-1.41427209668303,1.17517063648166,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.947037233317007,"Typ",-1.02698895085343,"Attchd",-0.101506351746081,"Unf",-1.04756738100353,-0.711506943881423,"TA","TA","Y",1.27363885444203,-1.0709399586891,-1.69365012137611,1.64277597552966,"WD","Normal"
"235",216500,"60","RL",0.506811226590293,-0.282836221649863,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",-0.0421794726376995,-0.477223093449934,1.01752439889725,0.829930198757056,"Gable","CompShg","VinylSd","VinylSd","None",-0.00912253108633516,"Gd","TA","PConc","Gd","TA","No","GLQ",0.721319957099464,"Unf",-0.583211954472962,-0.394420569514823,"GasA","Ex","Y","SBrkr",-0.784373695524242,1.2172942609029,0.93807268846194,1.17517063648166,-0.240978466509052,0.796972968243514,1.28368827204804,1.38239962614895,"Gd",0.946055732714443,"Typ",1.63788722614665,"BuiltIn",0.951563305517846,"Fin",0.273739541227567,-0.0947467382178605,"TA","TA","Y",1.2030521445435,0.73000120593342,-0.444737988378689,1.64277597552966,"WD","Normal"
"236",89500,"160","RM",-2.74754138717785,-3.18129242589034,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",-0.0421794726376995,-2.73583112799489,-0.00886696917624147,-0.671614444501025,"Gable","CompShg","HdBoard","HdBoard","BrkFace",1.41400216764174,"TA","TA","CBlock","TA","TA","No","ALQ",0.399963218193941,"Unf",-0.993409664539616,-1.34997111939746,"GasA","TA","Y","SBrkr",-2.67983849082732,1.0659775458537,-1.11836033028751,-0.838578727297927,-0.240978466509052,-1.02482170537396,1.28368827204804,-1.0621133851844,"TA",-0.947037233317007,"Typ",-1.02698895085343,"Detchd",-0.304019747373759,"Unf",-1.04756738100353,-0.92753219944574,"TA","TA","Y",-0.950010987430463,-1.0709399586891,0.645803668048188,0.139917773941369,"WD","Normal"
"237",185500,"20","RL",-0.118875317211424,-0.0686980228756787,"Pave","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",0.667269615883086,-0.477223093449934,1.08374319683748,0.926804046709191,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.08040523351,"Gd","TA","PConc","Gd","TA","Av","GLQ",-0.681375565185887,"Unf",1.51107524316525,0.828653070116978,"GasA","Ex","Y","SBrkr",0.781801353410342,-0.871155818929717,-0.0418057040882841,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",-0.23454678737643,"Typ",-1.02698895085343,"Attchd",1.03256866376892,"RFn",0.273739541227567,0.146978727903673,"TA","TA","Y",0.961687532738339,1.09686443626327,-0.444737988378689,1.64277597552966,"WD","Normal"
"238",194500,"60","RL",0.0844237803637536,0.0756860087261752,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",0.667269615883086,1.26300731842747,0.719539808166239,0.878367122733124,"Gable","CompShg","HdBoard","HdBoard","None",-0.821808876363197,"Gd","TA","PConc","Gd","TA","No","BLQ",0.463459607693645,"Unf",0.291897753567365,-0.078832702918846,"GasA","Ex","Y","SBrkr",-0.258718207278434,1.13965639903288,0.587446178718465,-0.838578727297927,-0.240978466509052,0.796972968243514,1.28368827204804,0.170694724589144,"Gd",0.389787243417268,"Typ",-1.02698895085343,"Attchd",0.587039193388025,"RFn",0.273739541227567,-0.0180750063169999,"TA","TA","Y",1.27765399631574,0.9059136434271,-1.69365012137611,1.64277597552966,"WD","Normal"
"239",318000,"20","RL",0.996283109729176,0.544214698744617,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",1.35046226437619,-0.477223093449934,1.18307139374782,1.07211481863739,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1.27268895454247,"Ex","TA","PConc","Ex","TA","No","Unf",-1.35269949819096,"Unf",1.87195437154381,1.39691731966936,"GasA","Ex","Y","SBrkr",1.33578677011232,-0.871155818929717,0.500134827693468,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",0.389787243417268,"Typ",-1.02698895085343,"Attchd",1.15407670114552,"Fin",1.75911354964528,1.51037534377466,"TA","TA","Y",1.03776566731937,1.4663946523693,1.96278610828061,-0.613572089781908,"New","Partial"
"240",113000,"50","RL",-0.73725461422757,-0.0757569565293255,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",-0.0421794726376995,-1.51988772974632,-0.869711342399173,-1.68878984799844,"Gable","CompShg","VinylSd","VinylSd","None",-0.821808876363197,"TA","TA","CBlock","TA","Fa","No","LwQ",-0.221334323669342,"Unf",0.382266800878821,-0.696157488289139,"GasA","TA","Y","FuseA",-1.02540239938277,1.1283850406231,0.109128305228527,-0.838578727297927,-0.240978466509052,-1.02482170537396,1.28368827204804,0.170694724589144,"TA",0.389787243417268,"Typ",0.783736098878231,"Detchd",-1.19507868813554,"Unf",-1.04756738100353,-1.15047001228816,"TA","TA","Y",-0.950010987430463,1.23335598466164,-0.837792285242915,1.64277597552966,"WD","Normal"
"241",262500,"20","FV",0.307671150441041,-0.0193285098677481,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",1.35046226437619,-0.477223093449934,1.21618079271793,1.12055174261346,"Gable","CompShg","VinylSd","VinylSd","Stone",0.82832206006359,"Gd","TA","PConc","Gd","TA","Av","GLQ",1.07816722290287,"Unf",0.0731104188890334,1.1404397349135,"GasA","Ex","Y","SBrkr",1.09584865966793,-0.871155818929717,0.264386726516585,1.17517063648166,-0.240978466509052,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",0.389787243417268,"Typ",-1.02698895085343,"Attchd",1.19457938027106,"RFn",0.273739541227567,1.23430592942344,"TA","TA","Y",0.989287546484791,1.32024464177919,-0.837792285242915,1.64277597552966,"WD","Normal"
"242",110500,"30","RM",-1.39692495724966,-1.62502505731442,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",-0.782903446215014,2.69748728882559,-0.869711342399173,0.587745578876721,"Gable","CompShg","VinylSd","VinylSd","None",-0.821808876363197,"TA","Gd","CBlock","TA","TA","No","ALQ",0.354749280361574,"Unf",-0.235556111817887,-0.818012319773179,"GasA","Gd","Y","SBrkr",-0.762049546507358,-0.871155818929717,-1.50937803530815,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,-1.0621133851844,"Gd",-1.77846379473879,"Typ",-1.02698895085343,"Attchd",-1.3732904762879,"Unf",-2.15194388564343,-2.53764431666283,"TA","TA","Y",0.692606958261071,0.668223870818768,0.645803668048188,-0.613572089781908,"WD","Normal"
"243",79000,"50","RM",-0.20883890127145,-1.14545394889418,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",-0.782903446215014,-1.51988772974632,-2.35963429605425,-1.68878984799844,"Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.821808876363197,"TA","TA","BrkTil","TA","TA","No","Unf",-1.35269949819096,"Unf",0.18327475326629,-1.19556356309404,"GasA","Gd","N","FuseA",-0.677992914348446,1.08402366714697,0.0128214092209572,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"TA",-0.23454678737643,"Typ",-1.02698895085343,"Attchd",-1.55960280026536,"Unf",-1.04756738100353,-0.501231277508305,"Fa","TA","Y",-0.950010987430463,-1.0709399586891,-0.837792285242915,-1.36840011125137,"WD","Normal"
"244",120000,"160","RL",0.307671150441041,0.327306624371212,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",-0.0421794726376995,0.440400472514585,0.289117621554773,-0.235682128716421,"Gable","CompShg","Plywood","Plywood","None",-0.821808876363197,"TA","TA","CBlock","Gd","TA","No","Unf",-1.35269949819096,"Unf",0.353817463204553,-0.970358488418707,"GasA","TA","Y","SBrkr",-1.81720874607747,1.09806753902915,-0.491385313977562,-0.838578727297927,-0.240978466509052,-1.02482170537396,1.28368827204804,0.170694724589144,"TA",-0.23454678737643,"Typ",0.783736098878231,"Attchd",0.0605043647560616,"RFn",-1.04756738100353,-0.808926656701147,"TA","TA","Y",-0.950010987430463,0.482493125872648,-0.837792285242915,0.892015953608611,"WD","Normal"
"245",205000,"60","RL",0.710612536786722,-0.0452745910314389,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",0.667269615883086,-0.477223093449934,0.752649207136352,0.829930198757056,"Gable","CompShg","VinylSd","VinylSd","None",-0.821808876363197,"Gd","TA","PConc","Gd","TA","No","GLQ",0.787357495845204,"Unf",-0.526740443539372,-0.188853891936853,"GasA","Ex","Y","SBrkr",0.328509149011461,1.17725656090306,1.15964373324341,1.17517063648166,-0.240978466509052,0.796972968243514,1.28368827204804,0.170694724589144,"Gd",0.946055732714443,"Typ",1.63788722614665,"Attchd",0.627541872513561,"RFn",0.273739541227567,0.00885656950913925,"TA","TA","Y",-0.950010987430463,1.19812178580919,-0.444737988378689,1.64277597552966,"WD","Normal"
"246",241500,"20","RL",0.508133631647146,0.260824163281967,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",0.667269615883086,-0.477223093449934,0.553992813315675,0.151813263092116,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",1.08935893774977,"TA","TA","CBlock","Gd","TA","Av","GLQ",0.976315963775762,"Unf",0.852039264354256,1.69308792516051,"GasA","Gd","Y","SBrkr",1.63876558178987,-0.871155818929717,0.80009911573781,-0.838578727297927,3.9474567847197,0.796972968243514,-0.773426569691033,0.170694724589144,"TA",-0.23454678737643,"Typ",0.783736098878231,"Attchd",0.384525797760347,"Fin",0.273739541227567,0.624723851118537,"TA","TA","Y",1.08728079361958,0.63405991428393,-0.0682823411762393,-1.36840011125137,"WD","Normal"
"247",137000,"190","RM",0.0561817542539405,0.0109447265356472,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",-0.0421794726376995,2.01066096734306,-2.02854030635312,-1.68878984799844,"Gable","CompShg","AsbShng","AsbShng","None",-0.821808876363197,"TA","Fa","Stone","Fa","TA","No","Unf",-1.35269949819096,"Unf",1.00978068520603,-0.024341472950409,"GasA","Gd","N","FuseP",-0.610305320048758,1.20329698439287,0.888626288733732,-0.838578727297927,-0.240978466509052,0.796972968243514,-0.773426569691033,1.38239962614895,"Fa",1.44811864297226,"Typ",-1.02698895085343,"Detchd",-2.77468317403143,"Unf",-1.04756738100353,-0.0947467382178605,"Po","Po","Y",-0.950010987430463,0.833814590434481,-0.837792285242915,-1.36840011125137,"WD","Normal"
"248",140000,"20","RL",0.307671150441041,0.423934853490699,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",-0.0421794726376995,-0.477223093449934,-0.571726751668158,-1.49504215209417,"Hip","CompShg","Wd Sdng","BrkFace","None",-0.821808876363197,"TA","TA","CBlock","TA","TA","No","Unf",-1.35269949819096,"Unf",1.48214381856346,0.730508275635969,"GasA","Ex","Y","SBrkr",0.695330609082729,-0.871155818929717,-0.125647124145782,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,-1.0621133851844,"TA",-0.947037233317007,"Typ",0.783736098878231,"Attchd",-0.992565292507865,"Unf",0.273739541227567,-0.0450732572254424,"TA","TA","Y",-0.950010987430463,0.51387906423538,-0.0682823411762393,-1.36840011125137,"WD","Normal"
"249",180000,"60","RL",0.183504189029514,0.425139568726593,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",0.667269615883086,-0.477223093449934,1.05063379786737,0.878367122733124,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1.08716141824868,"Gd","TA","PConc","Gd","TA","No","Unf",-1.35269949819096,"Unf",0.730686293044095,-0.441888978743063,"GasA","Ex","Y","SBrkr",-0.860019403075428,1.16393733533741,0.453715269490505,-0.838578727297927,-0.240978466509052,0.796972968243514,1.28368827204804,0.170694724589144,"Gd",0.946055732714443,"Typ",-1.02698895085343,"Attchd",0.992065984643381,"RFn",0.273739541227567,0.173520718617918,"TA","TA","Y",0.989287546484791,0.892333211063016,0.987151736743589,-0.613572089781908,"WD","Normal"
"250",277000,"50","RL",1.52726713519666,5.78617236840146,"Pave","IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1.5Fin",-0.0421794726376995,1.26300731842747,-0.439289155787707,1.02367789466132,"Gable","CompShg","Wd Sdng","HdBoard","BrkCmn",1.37667618581182,"Gd","TA","CBlock","Gd","TA","Gd","Rec",0.78916750889074,"Unf",0.57400413870842,0.890854456114444,"GasA","Gd","Y","SBrkr",0.84658397880582,1.13148174024443,1.20768643008625,-0.838578727297927,3.9474567847197,0.796972968243514,-0.773426569691033,1.38239962614895,"Gd",0.389787243417268,"Typ",1.63788722614665,"Attchd",-0.830554576005722,"Fin",0.273739541227567,-0.328231796148913,"TA","TA","Y",-0.950010987430463,1.06424915660665,-0.0682823411762393,-0.613572089781908,"WD","Normal"
"251",76500,"30","RL",-0.586973756656732,-1.01687029482384,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",-2.38962301582022,-4.21094526302632,-1.03525833724974,-0.913799064381361,"Gable","CompShg","Wd Sdng","Plywood","None",-0.821808876363197,"TA","Po","CBlock","TA","TA","No","Unf",-1.35269949819096,"Unf",0.540747156689309,-0.713432865954495,"GasA","Ex","Y","SBrkr",0.535655299141442,-0.871155818929717,-0.279942983758393,-0.838578727297927,-0.240978466509052,-1.02482170537396,-0.773426569691033,0.170694724589144,"Fa",-0.23454678737643,"Mod",-1.02698895085343,"Attchd",-1.04926904328361,"Unf",-2.15194388564343,-2.53764431666283,"TA","TA","Y",1.17566530019863,-1.0709399586891,-0.444737988378689,1.64277597552966,"WD","Normal"
"252",235000,"120","RM",-1.1653063464404,-1.24275598824044,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",1.35046226437619,-0.477223093449934,1.1499619947777,1.07211481863739,"Hip","CompShg","VinylSd","VinylSd","Stone",1.37961303665903,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1.35307947285035,"Unf",-2.06337786281215,1.15460340136896,"GasA","Ex","Y","SBrkr",1.20897742495614,-0.871155818929717,0.375342951175535,1.17517063648166,3.9474567847197,0.796972968243514,-0.773426569691033,-1.0621133851844,"Gd",-0.947037233317007,"Typ",0.783736098878231,"Attchd",1.11357402201999,"Fin",0.273739541227567,0.34026214950368,"TA","TA","Y",0.939162793132125,-1.0709399586891,1.96278610828061,-0.613572089781908,"WD","Family"
"253",173000,"60","RL",-0.118875317211424,-0.160398180655704,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",-0.0421794726376995,-0.477223093449934,1.08374319683748,0.926804046709191,"Gable","CompShg","VinylSd","VinylSd","None",-0.821808876363197,"Gd","TA","PConc","Gd","TA","No","Unf",-1.35269949819096,"Unf",0.661124709062817,-0.542543377940831,"GasA","Ex","Y","SBrkr",-1.02540239938277,1.16714024583783,0.402913780205033,-0.838578727297927,-0.240978466509052,0.796972968243514,1.28368827204804,0.170694724589144,"Gd",-0.23454678737643,"Typ",-1.02698895085343,"Attchd",1.03256866376892,"RFn",0.273739541227567,0.261565894921342,"TA","TA","Y",0.975808886277472,0.70010876141068,1.96278610828061,0.139917773941369,"WD","Normal"
"254",158000,"80","RL",0.70117695275216,0.0544759404717678,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",-0.0421794726376995,1.26300731842747,-0.240632761967031,0.297124035020318,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1.10201112398342,"TA","TA","CBlock","Gd","TA","Gd","LwQ",0.252354064535964,"ALQ",-0.0068332049838127,0.593314195559662,"GasA","Ex","Y","SBrkr",0.526121221983561,-0.871155818929717,-0.28913444013822,-0.838578727297927,3.9474567847197,0.796972968243514,-0.773426569691033,0.170694724589144,"Gd",0.389787243417268,"Min1",-1.02698895085343,"Attchd",-0.587538501252509,"RFn",-1.04756738100353,-0.706667788148746,"TA","TA","Y",1.246453159485,-1.0709399586891,1.31980535250846,-0.613572089781908,"CWD","Normal"
